Id;Material_id;Dosaje;Ref;Material;Unidad
211;27;2,5;mo;ayudante;h
211;209;2,5;mo;oficial;h
211;376;1;ma;puerta corrediza placa 0.70 x 2.05 m;u
213;0;0;_;_;_
213;138;1;ma;herrajes completos;u
213;378;1;ma;puerta ventana corrediza dos hojas 2.05 x 2.05 m;u
213;27;2,5;mo;ayudante;h
213;209;2,5;mo;oficial;h
214;0;0;_;_;_
214;209;2;mo;oficial;h
214;27;2;mo;ayudante;h
214;138;1;ma;herrajes completos;u
214;379;1;ma;ventana desplaz 1.27 x 1.58 m;u
215;0;0;_;_;_
215;380;1;ma;ventana desplaz 1.00 x 0.60m;u
215;138;1;ma;herrajes completos;u
215;27;2;mo;ayudante;h
215;209;2;mo;oficial;h
216;0;0;_;_;_
216;381;1;ma;ventana desplaz 1.20 x 0.60m;u
216;138;1;ma;herrajes completos;u
216;27;2;mo;ayudante;h
216;209;2;mo;oficial;h
217;0;0;_;_;_
217;382;1;ma;ventana vidrio fijo 1.20 x 1.70 m;u
217;27;2;mo;ayudante;h
217;209;2;mo;oficial;h
218;0;0;_;_;_
218;383;1,05;ma;Placas Durlock VERDE 12.5 mm;m2
218;374;15;ma;Tornillo T2 6x1 Punta mecha;u
218;373;2;ma;cinta de papel Durlock;ml
218;372;1;ma;masilla Durlock;kg
218;27;0,7;mo;ayudante;h
218;209;1,5;mo;oficial;h
204;209;1,5;mo;oficial;h
205;209;1,8;mo;oficial;h
204;27;0,7;mo;ayudante;h
205;27;0,9;mo;ayudante;h
219;0;0;_;_;_
219;16;2;ma;alambre negro Nº16;kg
219;71;2;ma;"clavos 2""";kg
219;25;0,7;ma;arena gruesa;m3
219;263;0,6;ma;ripio lavado 1:3;m3
219;57;5;ma;cemento Portland x 50kg;bolsas
219;27;26;mo;ayudante;h
219;209;28;mo;oficial;h
220;0;0;_;_;_
220;71;1;ma;"clavos 2""";kg
220;16;1;ma;alambre negro Nº16;kg
220;25;0,7;ma;arena gruesa;m3
220;263;0,6;ma;ripio lavado 1:3;m3
220;57;6;ma;cemento Portland x 50kg;bolsas
220;27;27;mo;ayudante;h
220;209;31;mo;oficial;h
221;0;0;_;_;_
221;25;0,03;ma;arena gruesa;m3
221;57;0,2;ma;cemento Portland x 50kg;bolsas
221;27;0,7;mo;ayudante;h
221;209;1,4;mo;oficial;h
207;27;0,6;mo;ayudante;h
207;209;0,6;mo;oficial;h
222;0;0;_;_;_
222;247;1;ma;piso flotante 8.3 mm + manta;m2
222;27;0,75;mo;ayudante;h
222;209;1,5;mo;oficial;h
202;27;5;mo;ayudante;h
202;209;5,5;mo;oficial;h
223;0;0;_;_;_
224;0;0;_;_;_
224;138;1;ma;herrajes completos;u
223;138;1;ma;herrajes completos;u
224;27;2;mo;ayudante;h
224;209;2;mo;oficial;h
224;402;1;ma;puerta una hoja c/vidrio 0.80 x 2.05  m;u
223;403;1;ma;puerta ventana corrediza dos hojas 2.45 x 2.05m;u
223;209;2,5;mo;oficial;h
223;27;2,5;mo;ayudante;h
225;0;0;_;_;_
226;0;0;_;_;_
227;0;0;_;_;_
228;0;0;_;_;_
229;0;0;_;_;_
230;0;0;_;_;_
231;0;0;_;_;_
227;138;1;ma;herrajes completos;u
227;404;1;ma;ventana desplaz 0.80 x 0.68m;u
227;209;2;mo;oficial;h
227;27;2;mo;ayudante;h
226;405;1;ma;ventana desplaz 1.00 x 0.76m;u
226;138;1;ma;herrajes completos;u
226;209;2;mo;oficial;h
226;27;2;mo;ayudante;h
228;406;1;ma;ventana desplaz 1.20 x 0.53m;u
228;138;1;ma;herrajes completos;u
228;27;2;mo;ayudante;h
228;209;2;mo;oficial;h
225;407;1;ma;ventana desplaz 1.50 x 0.60 m;u
225;138;1;ma;herrajes completos;u
225;27;2;mo;ayudante;h
225;209;2;mo;oficial;h
230;408;1;ma;ventana vidrio fijo 0.60 x 0.76 m;u
230;209;1,5;mo;oficial;h
230;27;1,5;mo;ayudante;h
231;409;1;ma;ventana vidrio fijo 1.20 x 1.27 m;u
231;209;2;mo;oficial;h
231;27;2;mo;ayudante;h
229;410;1;ma;ventana vidrio fijo 1.50 x 1.70 m;u
229;209;2,5;mo;oficial;h
229;27;2,5;mo;ayudante;h
156;269;4,5;ma;STEEL PGC 100-0.9;ml
156;273;1,7;ma;STEEL PGU 100-0.9;ml
232;0;0;_;_;_
232;25;0,014;ma;arena gruesa;m3
232;57;0,05;ma;cemento Portland x 50kg;bolsas
232;46;0,085;ma;cal hidratada en bolsa;bolsas
232;27;1,45;mo;ayudante;h
232;209;1,55;mo;oficial;h
233;0;0;_;_;_
233;413;5;ma;perlas de telgopor (bolsa x 1.7 kg);u
233;57;5;ma;cemento Portland x 50kg;bolsas
233;27;0,4;mo;ayudante;h
233;209;0,2;mo;oficial;h
234;0;0;_;_;_
235;0;0;_;_;_
236;0;0;_;_;_
234;416;1;ma;puerta una hoja 1.10 x 2.05  m;u
234;138;1;ma;herrajes completos;u
234;27;2;mo;ayudante;h
234;209;2;mo;oficial;h
235;209;2;mo;oficial;h
235;27;2;mo;ayudante;h
235;138;1;ma;herrajes completos;u
235;415;1;ma;puerta una hoja 0.80 x 2.05  m;u
236;414;1;ma;puerta ventana corrediza dos hojas 1.60 x 2.05;u
236;138;1;ma;herrajes completos;u
236;209;2,5;mo;oficial;h
236;27;2,5;mo;ayudante;h
237;0;0;_;_;_
238;0;0;_;_;_
239;0;0;_;_;_
240;0;0;_;_;_
241;0;0;_;_;_
237;138;1;ma;herrajes completos;u
237;421;1;ma;ventana desplaz 1.00 x 0.90 m;u
237;27;2;mo;ayudante;h
237;209;2;mo;oficial;h
238;422;1;ma;ventana desplaz 1.00 x 1.00 m;u
238;138;1;ma;herrajes completos;u
238;209;2;mo;oficial;h
238;27;2;mo;ayudante;h
240;418;1;ma;ventana vidrio fijo 0.60 x 1.20 m;u
240;27;1,5;mo;ayudante;h
240;209;1,5;mo;oficial;h
241;419;1;ma;ventana vidrio fijo 0.60 x 1.50 m;u
241;209;1,5;mo;oficial;h
241;27;1,5;mo;ayudante;h
239;420;1;ma;ventana vidrio fijo 1.60 x 1.50 m;u
239;27;2,5;mo;ayudante;h
239;209;2,5;mo;oficial;h
242;0;0;_;_;_
242;423;0,06;ma;Techado Plavicon fibrado (20 kg) (Tipo Plástico Color bco);lata
242;27;0,6;mo;ayudante;h
242;209;0,6;mo;oficial;h
243;0;0;_;_;_
243;16;0,2;ma;alambre negro Nº16;kg
243;25;0,08;ma;arena gruesa;m3
243;263;0,07;ma;ripio lavado 1:3;m3
243;57;0,62;ma;cemento Portland x 50kg;bolsas
243;167;2;ma;Ladrillo de techo poliestireno (16x100x42) x unidad;u
243;426;1;ma;malla Sima 15x25 (6mm);m2
243;27;4,2;mo;ayudante;h
243;209;5,2;mo;oficial;h
244;0;0;_;_;_
244;16;0,2;ma;alambre negro Nº16;kg
244;25;0,06;ma;arena gruesa;m3
244;263;0,05;ma;ripio lavado 1:3;m3
244;57;0,48;ma;cemento Portland x 50kg;bolsas
244;168;2;ma;Ladrillo de techo poliestireno (9x100x42) x unidad;u
244;425;1;ma;malla Sima 15x25 (4mm);m2
244;27;4;mo;ayudante;h
244;209;5;mo;oficial;h
245;0;0;_;_;_
245;16;1,6;ma;alambre negro Nº16;kg
246;0;0;_;_;_
246;16;0,25;ma;alambre negro Nº16;kg
246;25;0,7;ma;arena gruesa;m3
246;263;0,6;ma;ripio lavado 1:3;m3
246;57;6;ma;cemento Portland x 50kg;bolsas
246;27;11;mo;ayudante;h
246;209;4;mo;oficial;h
245;25;0,7;ma;arena gruesa;m3
245;263;0,6;ma;ripio lavado 1:3;m3
245;57;6,4;ma;cemento Portland x 50kg;bolsas
245;27;35;mo;ayudante;h
245;209;37;mo;oficial;h
247;0;0;_;_;_
247;24;0,02;ma;arena gruesa lavada;m3
247;57;0,04;ma;cemento Portland x 50kg;bolsas
247;46;0,1;ma;cal hidratada en bolsa;bolsas
247;27;0,35;mo;ayudante;h
247;209;0,7;mo;oficial;h
156;400;16;ma;Tornillo T1 Punta Mecha 8 X 3/4 pulg;u
39;25;0,07;ma;arena gruesa;m3
35;25;0,363;ma;arena gruesa;m3
199;313;6;ma;Tornillos Para Techo Autoperforantes Chapa A Madera 14 X 2 pulg;u
199;428;10;ma;Tornillo Fix Madera  8 X 3 pulg;u
248;0;0;_;_;_
248;209;2;mo;oficial;h
248;27;2;mo;ayudante;h
249;0;0;_;_;_
249;209;0,2;mo;oficial;h
249;27;0,2;mo;ayudante;h
250;0;0;_;_;_
251;0;0;_;_;_
251;4;3,5;ma;adhesivo p/piso cerámico;kg
250;4;3,5;ma;adhesivo p/piso cerámico;kg
251;216;0,1;ma;pastina p/ceramicos color;kg
250;216;0,1;ma;pastina p/ceramicos color;kg
251;59;1,05;ma;cerámico esmaltado;m2
250;59;1,05;ma;cerámico esmaltado;m2
251;209;2,3;mo;oficial;h
250;209;1,2;mo;oficial;h
251;27;1,1;mo;ayudante;h
250;27;0,6;mo;ayudante;h
252;0;0;_;_;_
252;21;1;ma;antióxido rojo lata x 4 lts.;u
253;0;0;_;_;_
24;21;1;ma;antióxido rojo lata x 4 lts.;u
154;433;4;ma;base coat (bolsa x 30 kg);kg
253;433;4;ma;base coat (bolsa x 30 kg);kg
253;434;1;ma;Malla De Fibra De Vidrio En Rollo - (Rollo x50 m2);m2
254;0;0;_;_;_
254;435;1;ma;puerta corrediza placa 0.88 x 2.05 m;u
254;138;1;ma;herrajes completos;u
254;209;2,5;mo;oficial;h
254;27;2,5;mo;ayudante;h
255;0;0;_;_;_
255;436;1;ma;puerta ventana corrediza (tres hojas) 2.60  x 2.20 m;u
255;138;1;ma;herrajes completos;u
255;27;2,5;mo;ayudante;h
255;209;2,5;mo;oficial;h
256;0;0;_;_;_
257;0;0;_;_;_
256;437;1;ma;puerta una hoja c/vidrio 0.90 x 2.05  m;u
257;438;1;ma;puerta una hoja c/vidrio1.00 x 2.05  m;u
256;138;1;ma;herrajes completos;u
257;138;1;ma;herrajes completos;u
256;209;2;mo;oficial;h
257;209;2;mo;oficial;h
256;27;2;mo;ayudante;h
257;27;2;mo;ayudante;h
258;0;0;_;_;_
259;0;0;_;_;_
259;440;1;ma;ventana vidrio fijo 0.60 x 1.40 m;u
259;27;1,5;mo;ayudante;h
259;209;1,5;mo;oficial;h
260;0;0;_;_;_
261;0;0;_;_;_
262;0;0;_;_;_
263;0;0;_;_;_
264;0;0;_;_;_
265;0;0;_;_;_
266;0;0;_;_;_
267;0;0;_;_;_
258;439;1;ma;ventana corrediza 1.20 x 1.50m;u
258;27;2;mo;ayudante;h
258;209;2;mo;oficial;h
266;138;1;ma;herrajes completos;u
262;27;2;mo;ayudante;h
258;138;1;ma;herrajes completos;u
266;27;2;mo;ayudante;h
262;138;1;ma;herrajes completos;u
262;443;1;ma;ventana desplaz 0.60 x 0.60 m;u
262;209;2;mo;oficial;h
266;447;1;ma;ventana desplaz 0.60 x 0.90 m;u
266;209;2;mo;oficial;h
267;448;1;ma;ventana desplaz 0.80 x 1.40 m;u
261;442;1;ma;ventana desplaz 1.00 x 0.50 m;u
260;441;1;ma;ventana desplaz 1.15 x 1.40 m;u
265;446;1;ma;ventana desplaz 1.40 x 1.55 m;u
264;445;1;ma;ventana vidrio fijo 0.80 x 1.55 m;u
263;444;1;ma;ventana vidrio fijo 2.05 x 0.80 m;u
263;209;2,5;mo;oficial;h
263;27;2,5;mo;ayudante;h
264;27;2;mo;ayudante;h
264;209;2;mo;oficial;h
265;138;1;ma;herrajes completos;u
265;209;2;mo;oficial;h
265;27;2;mo;ayudante;h
260;138;1;ma;herrajes completos;u
260;209;2;mo;oficial;h
260;27;2;mo;ayudante;h
261;138;1;ma;herrajes completos;u
261;209;2;mo;oficial;h
261;27;2;mo;ayudante;h
267;138;1;ma;herrajes completos;u
267;27;2;mo;ayudante;h
267;209;2;mo;oficial;h
268;0;0;_;_;_
268;449;2;ma;Revoque Plástico x 25kg;kg
268;27;0,4;mo;ayudante;h
268;209;0,6;mo;oficial;h
252;27;12;mo;ayudante;h
252;209;12;mo;oficial;h
252;451;5;ma;metal desplegado (esp. 3.2);m2
252;387;70;ma;"cenefa madera de pino 1"" x 6""";ml
252;452;60;ma;Tornillo T3 Punta Mecha  6 X 1 1/2 pulg;u
269;0;0;_;_;_
269;453;1;ma;placa Novoplack Multipróposito (MP) 15 mm;m2
269;374;15;ma;Tornillo T2 6x1 Punta mecha;u
269;27;0,7;mo;ayudante;h
269;209;1,5;mo;oficial;h
249;400;7,2;ma;Tornillo T1 Punta Mecha 8 X 3/4 pulg;u
270;0;0;_;_;_
271;0;0;_;_;_
270;523;0;ma;.;.
271;209;5,5;mo;oficial;h
271;27;5;mo;ayudante;h
271;452;24;ma;Tornillo T3 Punta Mecha  6 X 1 1/2 pulg;u
272;0;0;_;_;_
272;483;155;ma;"cenefa madera de pino 1"" x 4""";ml
272;480;15;ma;Caño 120-40-1.6 (x6mt);un
272;481;8;ma;Caño 40-40-1.6 (x6mt);un
272;482;8;ma;Planchuela 50x3mm (barra x 6mt);un
272;451;13;ma;metal desplegado (esp. 3.2);m2
272;21;1;ma;antióxido rojo lata x 4 lts.;u
379;0;0;_;_;_
379;525;2;ma;montante 69mm (largo:2.60m);u
272;452;200;ma;Tornillo T3 Punta Mecha  6 X 1 1/2 pulg;u
272;237;4;ma;pintura Impregnante Protector De Madera x lts;lts
273;0;0;_;_;_
274;0;0;_;_;_
275;0;0;_;_;_
276;0;0;_;_;_
276;374;15;ma;Tornillo T2 6x1 Punta mecha;u
274;374;15;ma;Tornillo T2 6x1 Punta mecha;u
273;374;15;ma;Tornillo T2 6x1 Punta mecha;u
275;374;15;ma;Tornillo T2 6x1 Punta mecha;u
276;212;1;ma;panel OSB 9 mm;m2
274;484;1;ma;panel OSB 18 mm;m2
273;211;1;ma;panel OSB 15 mm;m2
275;485;1;ma;panel OSB 12 mm;m2
275;209;2;mo;oficial;h
273;209;2;mo;oficial;h
274;209;2;mo;oficial;h
276;209;2;mo;oficial;h
275;27;1;mo;ayudante;h
273;27;1;mo;ayudante;h
274;27;1;mo;ayudante;h
276;27;1;mo;ayudante;h
277;0;0;_;_;_
277;387;8,5;ma;"cenefa madera de pino 1"" x 6""";ml
277;269;2,1;ma;STEEL PGC 100-0.9;ml
277;273;0,7;ma;STEEL PGU 100-0.9;ml
277;400;4,5;ma;Tornillo T1 Punta Mecha 8 X 3/4 pulg;u
277;452;24;ma;Tornillo T3 Punta Mecha  6 X 1 1/2 pulg;u
277;27;5;mo;ayudante;h
277;209;5,5;mo;oficial;h
277;486;8,5;ma;"deck madera  1"" x 4""";ml
168;185;1,1;ma;"madera machimbrada pino 3/4""";m2
168;428;10;ma;Tornillo Fix Madera  8 X 3 pulg;u
168;430;0,9;ma;"Tornillo tirafondo y arandela  5/16  x 1-1/4""";u
168;313;6;ma;Tornillos Para Techo Autoperforantes Chapa A Madera 14 X 2 pulg;u
168;316;1,1;ma;tyvek 1 x 30m;ml
158;385;1;ma;chapa acanalada H°G° N°24  x 1.10 m( x metro cuadrado);m2
158;428;10;ma;Tornillo Fix Madera  8 X 3 pulg;u
158;179;2;ma;"listones de pino 1/2"" x 2""";ml
158;389;2,3;ma;"clavadera madera pino 2"" x 2""";ml
158;374;15;ma;Tornillo T2 6x1 Punta mecha;u
278;0;0;_;_;_
278;400;16;ma;Tornillo T1 Punta Mecha 8 X 3/4 pulg;u
278;273;1,7;ma;STEEL PGU 100-0.9;ml
278;269;4,5;ma;STEEL PGC 100-0.9;ml
278;401;1,7;ma;Tornillo Hexagonal mecha 10 x 3/4 pulg;u
278;13;1,3;ma;aislación térmica (lana de vidrio 50 mm);m2
278;27;5;mo;ayudante;h
278;209;5,5;mo;oficial;h
279;0;0;_;_;_
279;425;1;ma;malla Sima 15x25 (4mm);m2
279;166;2;ma;Ladrillo de techo poliestireno (12x100x42) x unidad;u
279;57;0,56;ma;cemento Portland x 50kg;bolsas
279;263;0,06;ma;ripio lavado 1:3;m3
279;25;0,07;ma;arena gruesa;m3
279;16;0,2;ma;alambre negro Nº16;kg
343;0;0;_;_;_
279;209;5,1;mo;oficial;h
279;27;4,1;mo;ayudante;h
280;0;0;_;_;_
280;487;1,05;ma;Porcelanato Pulido Beige 60x60 - Rectificado;m2
280;216;0,1;ma;pastina p/ceramicos color;kg
280;4;4;ma;adhesivo p/piso cerámico;kg
280;27;1,3;mo;ayudante;h
280;209;2,5;mo;oficial;h
281;0;0;_;_;_
281;487;0,105;ma;Porcelanato Pulido Beige 60x60 - Rectificado;m2
281;216;0,002;ma;pastina p/ceramicos color;kg
281;4;0,4;ma;adhesivo p/piso cerámico;kg
281;27;0,35;mo;ayudante;h
281;209;0,85;mo;oficial;h
282;0;0;_;_;_
282;59;1,05;ma;cerámico esmaltado;m2
282;216;0,1;ma;pastina p/ceramicos color;kg
282;4;3,5;ma;adhesivo p/piso cerámico;kg
282;27;1,1;mo;ayudante;h
282;209;2,3;mo;oficial;h
283;0;0;_;_;_
284;0;0;_;_;_
285;0;0;_;_;_
286;0;0;_;_;_
287;0;0;_;_;_
288;0;0;_;_;_
289;0;0;_;_;_
290;0;0;_;_;_
291;0;0;_;_;_
292;0;0;_;_;_
293;0;0;_;_;_
294;0;0;_;_;_
295;0;0;_;_;_
296;0;0;_;_;_
297;0;0;_;_;_
298;0;0;_;_;_
295;488;1;ma;puerta corrediza placa 0.80 x 2.05 m;u
295;138;1;ma;herrajes completos;u
295;209;2,5;mo;oficial;h
295;27;2,5;mo;ayudante;h
293;489;1;ma;puerta corrediza 0.80 x 2.05m;u
292;490;1;ma;puerta corrediza 1.10 x 2.05m;u
297;491;1;ma;puerta ventana corrediza dos hojas 2.20 x 2.05m;u
298;494;1;ma;puerta una hoja 1.10 x 2.20  m;u
294;493;1;ma;puerta una hoja 0.90 x 2.05  m;u
296;492;1;ma;puerta una hoja 0.70 x 2.05  m;u
291;495;1;ma;portón plegadizo dos paños 2.60 x 2.20  m;u
291;209;3;mo;oficial;h
291;27;3;mo;ayudante;h
292;138;1;ma;herrajes completos;u
293;138;1;ma;herrajes completos;u
292;27;2;mo;ayudante;h
293;27;2;mo;ayudante;h
293;209;2;mo;oficial;h
292;209;2;mo;oficial;h
297;209;2,5;mo;oficial;h
297;27;2,5;mo;ayudante;h
297;138;1;ma;herrajes completos;u
296;138;1;ma;herrajes completos;u
296;27;2;mo;ayudante;h
296;209;2;mo;oficial;h
294;138;1;ma;herrajes completos;u
294;27;2;mo;ayudante;h
294;209;2;mo;oficial;h
298;138;1;ma;herrajes completos;u
298;209;2;mo;oficial;h
298;27;2;mo;ayudante;h
285;138;1;ma;herrajes completos;u
289;138;1;ma;herrajes completos;u
284;138;1;ma;herrajes completos;u
290;138;1;ma;herrajes completos;u
288;138;1;ma;herrajes completos;u
287;138;1;ma;herrajes completos;u
286;138;1;ma;herrajes completos;u
283;138;1;ma;herrajes completos;u
285;209;2;mo;oficial;h
289;209;2;mo;oficial;h
284;209;2;mo;oficial;h
290;209;2;mo;oficial;h
288;209;2;mo;oficial;h
287;209;2;mo;oficial;h
286;209;2;mo;oficial;h
283;209;2;mo;oficial;h
285;27;2;mo;ayudante;h
289;27;2;mo;ayudante;h
284;27;2;mo;ayudante;h
290;27;2;mo;ayudante;h
288;27;2;mo;ayudante;h
287;27;2;mo;ayudante;h
286;27;2;mo;ayudante;h
283;27;2;mo;ayudante;h
285;496;1;ma;ventana gillotina 0.60 x 0.60 m;u
289;497;1;ma;ventana gillotina 0.80 x 2.20 m;u
284;498;1;ma;ventana gillotina 0.90 x 1.00 m;u
290;499;1;ma;ventana gillotina 1.00 x 0.90 m;u
288;500;1;ma;ventana gillotina 1.00 x 1.20 m;u
287;501;1;ma;ventana gillotina 1.40 x 1.60 m;u
286;502;1;ma;ventana gillotina 1.50 x 0.80 m;u
283;503;1;ma;ventana gillotina 1.50 x 2.20 m;u
299;0;0;_;_;_
299;504;1;ma;ventana corrediza 2.40 x 2.20 m;u
299;138;1;ma;herrajes completos;u
299;209;2;mo;oficial;h
299;27;2;mo;ayudante;h
300;0;0;_;_;_
300;505;1;ma;ventana desplaz 2.00 x 1.00 m;u
300;138;1;ma;herrajes completos;u
300;209;2;mo;oficial;h
300;27;2;mo;ayudante;h
301;0;0;_;_;_
301;506;1;ma;ventana vidrio fijo 1.30 x 1.40 m;u
301;209;2;mo;oficial;h
301;27;2;mo;ayudante;h
302;0;0;_;_;_
302;16;1,2;ma;alambre negro Nº16;kg
302;25;0,7;ma;arena gruesa;m3
302;263;0,6;ma;ripio lavado 1:3;m3
302;57;6,4;ma;cemento Portland x 50kg;bolsas
302;27;22;mo;ayudante;h
302;209;24;mo;oficial;h
303;0;0;_;_;_
303;25;0,7;ma;arena gruesa;m3
303;16;2;ma;alambre negro Nº16;kg
303;71;2;ma;"clavos 2""";kg
303;263;0,6;ma;ripio lavado 1:3;m3
303;57;5;ma;cemento Portland x 50kg;bolsas
303;27;21;mo;ayudante;h
303;209;23;mo;oficial;h
304;0;0;_;_;_
304;71;0,8;ma;"clavos 2""";kg
304;25;0,7;ma;arena gruesa;m3
304;16;0,8;ma;alambre negro Nº16;kg
304;263;0,6;ma;ripio lavado 1:3;m3
304;57;6;ma;cemento Portland x 50kg;bolsas
304;27;20;mo;ayudante;h
304;209;16;mo;oficial;h
117;191;13;ma;mampost. de ladrillo cerámico portante 18x19x33;u
305;0;0;_;_;_
305;57;2,625;ma;cemento Portland x 50kg;bolsas
305;25;0,45;ma;arena gruesa;m3
305;219;0,9;ma;piedra bola;m3
305;27;10;mo;ayudante;h
305;209;2;mo;oficial;h
306;0;0;_;_;_
306;507;0,055;ma;cemento de albañilería x 40kg;bolsas
306;25;0,012;ma;arena gruesa;m3
306;161;30;ma;ladrillo común;u
306;27;0,6;mo;ayudante;h
306;209;0,85;mo;oficial;h
307;0;0;_;_;_
308;0;0;_;_;_
309;0;0;_;_;_
310;0;0;_;_;_
311;0;0;_;_;_
312;0;0;_;_;_
307;46;0,292;ma;cal hidratada en bolsa;bolsas
307;57;0,15;ma;cemento Portland x 50kg;bolsas
307;24;0,035;ma;arena gruesa lavada;m3
307;161;60;ma;ladrillo común;u
307;27;7,1;mo;ayudante;h
307;209;6,1;mo;oficial;h
308;507;0,193;ma;cemento de albañilería x 40kg;bolsas
308;24;0,043;ma;arena gruesa lavada;m3
308;161;60;ma;ladrillo común;u
308;209;6,1;mo;oficial;h
308;27;7,1;mo;ayudante;h
311;46;0,528;ma;cal hidratada en bolsa;bolsas
311;57;0,138;ma;cemento Portland x 50kg;bolsas
311;24;0,065;ma;arena gruesa lavada;m3
311;209;6,1;mo;oficial;h
312;507;0,273;ma;cemento de albañilería x 40kg;bolsas
312;24;0,08;ma;arena gruesa lavada;m3
312;162;60;ma;ladrillo común 0,20;u
311;162;60;ma;ladrillo común 0,20;u
311;27;7,1;mo;ayudante;h
309;46;0,764;ma;cal hidratada en bolsa;bolsas
312;209;6,1;mo;oficial;h
312;27;7,1;mo;ayudante;h
309;57;0,198;ma;cemento Portland x 50kg;bolsas
309;24;0,09;ma;arena gruesa lavada;m3
309;161;120;ma;ladrillo común;u
309;27;2,2;mo;ayudante;h
309;209;2,9;mo;oficial;h
310;507;0,38;ma;cemento de albañilería x 40kg;bolsas
310;24;0,115;ma;arena gruesa lavada;m3
310;161;120;ma;ladrillo común;u
310;27;7,1;mo;ayudante;h
310;209;6,1;mo;oficial;h
313;0;0;_;_;_
313;507;0,07;ma;cemento de albañilería x 40kg;bolsas
313;24;0,015;ma;arena gruesa lavada;m3
313;190;15,5;ma;mampost. de ladrillo cerámico 8x18x33;u
313;27;0,7;mo;ayudante;h
313;209;0,95;mo;oficial;h
314;0;0;_;_;_
315;0;0;_;_;_
314;507;0,063;ma;cemento de albañilería x 40kg;bolsas
314;24;0,013;ma;arena gruesa lavada;m3
314;189;13;ma;mampost. de ladrillo cerámico portante 12x19x33;u
314;27;1,1;mo;ayudante;h
314;209;1,7;mo;oficial;h
315;507;0,075;ma;cemento de albañilería x 40kg;bolsas
315;24;0,016;ma;arena gruesa lavada;m3
315;191;13;ma;mampost. de ladrillo cerámico portante 18x19x33;u
315;27;1,1;mo;ayudante;h
315;209;1,7;mo;oficial;h
316;0;0;_;_;_
317;0;0;_;_;_
318;0;0;_;_;_
319;0;0;_;_;_
316;46;0,3;ma;cal hidratada en bolsa;bolsas
316;57;0,156;ma;cemento Portland x 50kg;bolsas
316;24;0,036;ma;arena gruesa lavada;m3
316;27;1,1;mo;ayudante;h
316;209;1,7;mo;oficial;h
319;507;0,21;ma;cemento de albañilería x 40kg;bolsas
319;24;0,045;ma;arena gruesa lavada;m3
319;209;1,7;mo;oficial;h
319;27;1,1;mo;ayudante;h
316;508;15,5;ma;mampost. de ladrillo cerámico tabique 18x18x33;u
319;508;15,5;ma;mampost. de ladrillo cerámico tabique 18x18x33;u
317;509;15,5;ma;mampost. de ladrillo cerámico tabique 12x18x33;u
317;46;0,12;ma;cal hidratada en bolsa;bolsas
317;57;0,063;ma;cemento Portland x 50kg;bolsas
317;24;0,015;ma;arena gruesa lavada;m3
317;209;1;mo;oficial;h
317;27;0,8;mo;ayudante;h
318;27;0,8;mo;ayudante;h
318;209;1;mo;oficial;h
318;509;15,5;ma;mampost. de ladrillo cerámico tabique 12x18x33;u
318;24;0,015;ma;arena gruesa lavada;m3
318;57;0,065;ma;cemento Portland x 50kg;bolsas
117;24;0,015;ma;arena gruesa lavada;m3
198;24;0,011;ma;arena gruesa lavada;m3
198;41;13;ma;bloque de H° de 10 x 20 x 40;u
198;27;0,45;mo;ayudante;h
198;209;0,75;mo;oficial;h
320;0;0;_;_;_
321;0;0;_;_;_
322;0;0;_;_;_
322;524;1;ma;solera 70mm (largo:2.60m);u
322;525;2;ma;montante 69mm (largo:2.60m);u
322;529;4;ma;Tirafondo Zincado de 3/16 X 1.3/4;u
322;528;4;ma;Tarugo Fisher Fijacion N°8;u
323;0;0;_;_;_
324;0;0;_;_;_
324;375;1,05;ma;Placas Durlock 12.5 mm;m2
324;527;15;ma;Tornillo T2  Aguja;u
324;373;2;ma;cinta de papel Durlock;ml
322;526;10;ma;Tornillo T1  Aguja;u
325;0;0;_;_;_
328;209;2;mo;oficial;h
324;372;1;ma;masilla Durlock;kg
324;27;0,7;mo;ayudante;h
324;209;1,5;mo;oficial;h
323;383;1,05;ma;Placas Durlock VERDE 12.5 mm;m2
323;372;1;ma;masilla Durlock;kg
323;373;2;ma;cinta de papel Durlock;ml
323;527;15;ma;Tornillo T2  Aguja;u
323;209;1,5;mo;oficial;h
323;27;0,7;mo;ayudante;h
325;428;10;ma;Tornillo Fix Madera  8 X 3 pulg;u
325;313;6;ma;Tornillos Para Techo Autoperforantes Chapa A Madera 14 X 2 pulg;u
325;316;1;ma;tyvek 1 x 30m;ml
325;370;1;ma;"lana de vidrio de 2""";ml
325;185;1;ma;"madera machimbrada pino 3/4""";m2
326;0;0;_;_;_
327;0;0;_;_;_
326;530;1;ma;Griferías (baño tipo) global;gl
327;531;1;ma;Griferías (baño toilette) global;gl
326;532;1;ma;Instalacion sanitaria global (baño tipo);gl
327;533;1;ma;Instalacion sanitaria global (baño toilette);gl
328;0;0;_;_;_
328;411;1,1;ma;Placa cementicia SUPERBOARD 15mm (1.20x2.40m);m2
328;27;1;mo;ayudante;h
322;27;1;mo;ayudante;h
322;209;2;mo;oficial;h
325;27;4;mo;ayudante;h
199;27;4;mo;ayudante;h
325;209;4;mo;oficial;h
199;209;4;mo;oficial;h
329;0;0;_;_;_
34;27;1,6;mo;ayudante;h
329;27;1,6;mo;ayudante;h
329;209;1,6;mo;oficial;h
329;534;1;ma;solera 35mm (largo:2.60m);u
